ID,Kidhome,Teenhome,Income,Age,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
9365,0,1,60000.0,49,False,False,False,True,False,False,False,True,False,False,False
6201,1,1,38643.0,47,False,True,False,False,False,False,False,True,False,False,False
2061,0,1,50737.0,70,False,True,False,False,False,False,True,False,False,False,False
6184,0,0,68462.0,56,False,False,False,True,False,False,True,False,False,False,False
6142,0,0,65073.0,82,False,False,True,False,False,False,True,False,False,False,False
4107,0,2,46681.0,77,False,False,False,True,False,False,False,False,True,False,False
7274,0,0,78618.0,68,False,True,False,False,False,False,True,False,False,False,False
9336,0,1,62187.0,56,False,False,False,True,False,False,False,False,False,True,False
2958,2,0,28442.0,47,False,True,False,False,False,False,True,False,False,False,False
933,1,0,37717.0,47,False,False,False,True,False,False,True,False,False,False,False
5837,1,1,51479.0,58,False,True,False,False,False,False,True,False,False,False,False
10704,0,1,54803.0,56,False,True,False,False,False,False,False,True,False,False,False
5125,0,0,79530.0,65,False,True,False,False,False,False,True,False,False,False,False
4432,1,0,31615.0,49,False,True,False,False,False,True,False,False,False,False,False
5955,0,0,72025.0,63,False,True,False,False,False,False,False,False,True,False,False
2928,0,1,52614.0,50,False,False,False,True,False,False,False,True,False,False,False
5680,1,0,35684.0,41,False,False,False,False,False,False,True,False,False,False,False
10313,1,1,48178.0,50,False,True,False,False,False,False,True,False,False,False,False
2557,1,0,29548.0,55,False,False,True,False,False,False,False,True,False,False,False
1245,0,1,63810.0,59,False,True,False,False,False,False,False,True,False,False,False
1519,1,1,38578.0,53,False,False,False,True,False,False,False,True,False,False,False
10703,1,1,46098.0,50,False,False,True,False,False,False,False,True,False,False,False
1726,0,0,22585.0,55,False,True,False,False,False,False,False,True,False,False,False
4459,1,0,30279.0,36,False,True,False,False,False,False,False,True,False,False,False
1729,0,1,66426.0,64,False,False,False,True,False,False,False,False,True,False,False
1517,1,0,30822.0,56,False,True,False,False,False,False,False,True,False,False,False
2098,2,0,33581.0,56,False,False,False,True,False,False,True,False,False,False,False
9543,1,0,19986.0,40,False,True,False,False,False,False,True,False,False,False,False
6878,0,0,27421.0,71,False,True,False,False,False,False,False,False,False,True,False
3310,2,1,35688.0,52,False,False,False,False,False,False,True,False,False,False,False
